id,updated_at,predicted_at,risk,score,bim360_account_id,bim360_project_id
ebae4fd9-7df4-4399-b7d0-5c192d69587c,2025-06-13 08:50:47.174,2025-06-13 09:32:00.618984,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face
64d26f6f-7580-4bc1-98ba-8ae54eed99fb,2025-07-23 04:54:21.722,2025-07-23 09:31:37.577744,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601
b03f59d3-7897-46cc-83ec-36e8415858d3,2025-08-02 05:31:44.955,2025-08-02 09:33:55.616702,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601
5b720536-4706-4490-b00b-9d3e8f81a3ff,2025-08-08 06:19:52.891,2025-08-08 09:30:31.88255,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face
5a12549f-3642-4f79-be20-4a54f670a66a,2025-08-16 05:22:34.511,2025-08-16 09:33:01.861908,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
cd7c713a-ae11-4092-9580-89bc58188aa8,2025-08-26 14:34:29.747,2025-08-26 15:02:53.699218,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
9bf2869f-da2e-4282-8c03-5588b932d8b4,2025-05-14 10:29:42.846,2025-05-14 10:58:27.786237,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face
6f61287e-aabf-4244-9508-328892a68dcd,2025-06-10 08:35:28.952,2025-06-10 09:31:33.245122,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face
bfaf378f-5271-4593-8374-2d1495aacea0,2025-05-14 11:27:38.03,2025-05-14 12:11:01.930315,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face
dab585c9-a66f-4494-9db2-798dc6fc7e3e,2025-07-10 13:19:12.612,2025-07-10 13:41:11.050921,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403
edd56e40-575f-4677-9b28-55fe6b858745,2025-07-15 09:13:43.69,2025-07-15 09:51:14.521043,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601
bff81e2b-9089-470d-8f07-7311d06b75a7,2025-07-23 04:58:58.879,2025-07-23 09:31:06.283756,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601
9442770e-e584-4ce9-87d8-309ec0e35dde,2025-07-13 07:07:31.777,2025-07-13 09:28:34.533378,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
87adb94e-c40f-4f41-be00-b99e961003af,2025-07-28 04:53:09.327,2025-07-28 09:33:40.998641,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601
529f384b-b4b3-49bb-b473-b2921e49e125,2025-08-05 03:54:32.398,2025-08-05 09:29:50.477179,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
64ba1333-14ae-405b-88c4-869d2810e5b2,2025-08-16 05:23:10.661,2025-08-16 09:33:15.907251,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
e66c5a9d-a05d-4530-8c34-7e0e52b9a36b,2025-08-01 10:14:48.807,2025-08-01 10:31:14.225202,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face
b97e32fe-3759-4e91-99b1-0f27419ab2da,2025-08-25 06:18:34.204,2025-08-25 09:30:13.207992,high,1.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403
10cd0dbf-d97b-447a-965e-0eb1519625be,2025-08-27 09:37:24.913,2025-08-27 10:19:57.580603,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
87564a46-20b8-4e67-a71f-c102ae8216be,2025-08-28 08:59:39.277,2025-08-28 09:40:33.221814,high,1.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
4cb013ec-5359-46ee-b519-677387263db1,2025-08-28 16:19:20.156,2025-08-28 16:41:21.957627,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
5d584edc-7355-457f-97d2-16c8a0318d6b,2025-03-07 07:56:03.29,2025-03-07 10:31:22.613249,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face
82eab9df-677f-4593-8f6d-8c74e38a1ff6,2025-03-07 08:04:05.681,2025-03-07 10:31:48.539931,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face
f605a63b-e2dd-47bc-9ecd-f071b7aadeb7,2025-06-11 03:52:01.269,2025-06-11 09:33:21.505607,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
05050ce4-7eb8-47c5-b0d7-2463271de5c6,2025-06-03 06:07:49.953,2025-06-03 09:30:07.387099,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
703cfc1d-6e3f-4588-8cce-bb97d726d407,2025-06-24 07:06:28.691,2025-06-24 09:33:22.777282,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
fcdfb5a9-1e9c-4797-afb5-46f7615f2e46,2025-07-13 07:00:36.792,2025-07-13 09:28:34.533378,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
53f61369-aaca-4d22-952f-b49d2e81fbf4,2025-07-05 03:50:55.5,2025-07-05 09:30:03.713228,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f679f4cf-c089-4a2b-9b84-b14129630601
c1f224e8-c8d7-4d3e-9ca9-66288b4b943e,2025-07-24 06:03:08.879,2025-07-24 09:30:35.086294,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
e2dce441-b9cf-4d11-b0bf-3ce7ca23cdf4,2025-08-26 09:19:40.033,2025-08-26 09:55:10.002141,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403
93b819ae-26c5-487f-a2b0-b427c708493d,2025-08-20 13:22:10.593,2025-08-20 13:44:23.989348,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403
71eb57cc-d3df-4afb-88eb-d3014399addc,2025-08-26 14:25:19.991,2025-08-26 15:02:26.992148,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
cf8e4bda-8147-4a37-8653-852692a83d1c,2025-08-19 07:20:15.711,2025-08-19 09:33:04.283239,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
3cc85ced-2c3b-4bca-8a97-9986d0a7e360,2025-08-20 10:25:25.555,2025-08-20 11:01:29.342112,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
2806d303-c642-48b1-af1e-7e81ffb890fc,2025-08-28 09:02:11.046,2025-08-28 09:34:31.754373,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
d3a76424-f074-4c44-8407-32ea935f177a,2025-08-26 06:52:51.026,2025-08-26 09:32:55.711283,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403
cb6ebf4d-e2f9-43b2-a076-37e25ba5b267,2025-08-21 15:50:10.777,2025-08-21 16:23:51.421569,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
80ea0e55-fcfd-4c57-9188-712d6c8a9a08,2025-05-30 04:41:29.286,2025-05-30 09:30:27.578425,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
bcae37c7-7f8f-43ab-974a-debf55497cc3,2025-06-09 06:09:54.117,2025-06-09 09:31:52.356627,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
a8f7f8a0-223e-43e2-8f86-03c530677d76,2025-06-24 07:26:11.27,2025-06-24 09:33:47.362017,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
2446521d-2a01-483c-9946-10b851691706,2025-07-31 06:04:21.559,2025-07-31 09:31:23.205443,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
912a0928-1599-459b-b703-92e9c6ac1f29,2025-08-08 05:46:44.711,2025-08-08 09:30:52.811817,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
974dd3ab-d863-4dad-b8cd-6daac1016478,2025-08-28 05:46:24.521,2025-08-28 09:36:20.206361,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
85a9b9a0-7602-43cb-8103-fcdcc3f3453b,2025-08-22 05:49:36.42,2025-08-22 09:35:09.82994,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,ada6015d-9fce-4f2c-b20f-fc9122d2face
adf43e5c-df5e-4ec0-8266-ca4458007f25,2025-08-28 12:47:33.05,2025-08-28 13:17:01.006378,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,967e785d-d83c-490b-8d6a-2ed926c956ac
9a80afc6-80e4-4198-a70b-6dc9474cddc8,2025-08-26 05:39:34.346,2025-08-26 09:32:46.51249,low,0.000000,bf996092-8d66-408a-8d8e-5065ca3330c2,f6ab14eb-1a66-4ea5-8a0f-0afbda444403
